Title	Price	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description	Chỗ để xe hơi	Đang cho thuê	CSVC xung quanh	Vấn đề pháp lý, sổ đỏ	ExtractedTitle	Address1	Address2
Bán nhà Nguyễn Khoái, tương lai thành mặt phố, 2 mặt thoáng, có sân riêng	5.6					"DT sổ 37m2, 6 tầng
Nằm ngay mặt chợ, kinh doanh sầm uất, thuận tiện đi lại, 5p ra time City
Nhà có sân riêng tha hồ để xe, mặt ngõ kinh doanh
Dân trí cao, tiện ích đỉnh
SDCC, sẵn sàng giao dịch
Giá 5.75 tỷ"	False	False	True	False	Nguyễn Khoái	Nguyễn Khoái	Nguyễn Khoái
Bán gấp nhà Hà Đông - Ô TÔ + KINH DOANH, chợ Hà Đông 300m, giá nhỉnh 4 tỷ	8.3	35.0			Quận Hà Đông, Hà Nội	"Bán gấp nhà Hà Đông - Ô TÔ + KINH DOANH, chợ Hà Đông 300m, giá nhỉnh 4 tỷ

- Diện tích 35m2.
- Nhà dân xây kiên cố chắc chắn, thiết kế hiện đại.
- Tầng 1 hiện đang cho thuê kinh doanh.
- Nằm trong lõi quận Hà Đông, khu phố ẩm thực, kinh doanh.
- Sổ đỏ công chứng ngay, pháp lý chuẩn.

☎️☎️Liên hệ em Dương để xem nhà: 0914450004"	True	True	True	False	chợ Hà Đông, Quận Hà Đông	Quận Hà Đông, Hà Nội	chợ Hà Đông, Quận Hà Đông
Bán nhà riêng Quốc lộ 1A, Tân Thới Hiệp, Quận 12, Hồ Chí Minh, 210m2 Giá 10 tỷ 500 (50tr/m	4.65	210.0				"Cần bán gấp - Cô em khóc quá trời đất vì phải bán nhà trả nợ cho đứa con nhận nó nói ngon ngọt rồi vay sao lên tới gần hết căn nhà giờ nặn mất tiêu không thấy bóng dáng đứa con nhận bất nhân đó đâu nữa, không biết kêu cứu ở đâu đành phải bán nhà đó anh chị ạ. Cô em đang tự làm xưởng may thu nhỏ tại nhà, khu dân cư đông đúc, tiện ích xung quanh không thiếu thứ gì, hẻm hơi - xe tải vào nhà chỉ cách Quốc lộ 1A 12 căn nhà (khoảng 50m), thông ra Nguyễn Văn Quá, Tân Thới Kiệp, Quận 12.
+ Hiện trạng nhà cấp 4 có gác, 3 phòng ngủ, ngang 7 mét nở hậu. tiện xây mới hoặc chưa xây sơn phết sửa chữa theo ý là ở nhiều năm.
+ Diện tích: 210m2 diện tích lý tưởng để xây mới biệt thự, khách sạn – CHDV hoặc kho nhà xưởng.
+ Sổ hồng chính chủ đang để ngân hàng giữ, không tranh chấp, không quy hoạch.
+ Liên hệ Nguyễn Hương xem nhà - hỗ trợ pháp lý hoàn toàn miễn phí."	False	True	True	True	Quốc lộ 1A, Tân Thới Kiệp, Quận 12	Quốc lộ 1A, Tân Thới Kiệp, Quận 12	Quốc lộ 1A, Tân Thới Kiệp, Quận 12
bán nhà Nguyễn Văn Cừ 92m x6 tầng, gara, thang máy, tặng full nội thất	10.5	92.0	6.0	6.0		"bán nhà Nguyễn Văn Cừ 92m x6 tầng, gara, thang máy, tặng full nội thất
-Vị trí cách cầu Chương Dương 300m, 5 phút sang phố cổ Hoàn Kiếm, tiện ich xung quanh đầy đủ, vài bước chân ra trung tâm thương mại Mipec - Aeon
-Nhà xây 6 tầng 5 ngủ khép kín, gara, thang máy nhập khẩu, thiết kế hiện đại, tặng bể cá Koi phong thuỷ, tặng full nội thất
Sổ đỏ, pháp lý đầy đủ
Giá : 13.8 tỷ ( có thương lượng )
Liên hệ xem nhà miễn phí và tư vấn : Trần Hải"	False	False	True	False	Nguyễn Văn Cừ	Nguyễn Văn Cừ	Nguyễn Văn Cừ
TRUNG TÂM THANH KHÊ SÁT MẶT TIỀN ĐIỆN BIÊN PHỦ.	13.8	55.0	5.0	5.0	Đà Nẵng	"+ Vị trí đắc địa, trung tâm Quận Thanh Khê. Lô đất cách đường Điện Biên Phủ chỉ vài bước chân. Ngay gần sân bay. Gần các trục đường chính Lê Duẩn, Nguyễn Tri Phương, Nguyễn Văn Linh, Nguyễn Hữu Thọ,... Gần Cầu Rồng, Cầu Sông Hàn.
+ Nhà ở ngay, đẹp, mua đầu tư, cho thuê... đều phù hợp.."	False	False	True	False	đường Điện Biên Phủ, Quận Thanh Khê	Đà Nẵng	đường Điện Biên Phủ, Quận Thanh Khê
Chỉ 7.3 tỷ sở hữu ngay nhà mới đẹp cạnh phố Hồ Tùng Mậu, Cầu Giấy. 45m2*6T thang máy	2.4	45.0	6.0	4.0	Đường Hồ Tùng Mậu, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội	"Bán 1 căn xây mới độc lập, thang máy phố Hồ Tùng Mậu, Cầu Giấy. Nhà gần các khu trung tâm tiện đi lại và sinh hoạt. Diện tích nhà 45m² x 6 tầng.
Thiết kế, công năng:
- Tầng 1, 2, 3, 4: Thiết kế thông sàn , vệ sinh.
- Tầng 5: Phòng bếp, vệ sinh
- Tầng 6: Phòng thờ, sân phơi
* Vị trí:
- Nhà có 1 căn nên vị trí rất đẹp, mặt ngõ thông thoáng, cách mặt phố hồ tùng mậu khoảng 50m - Giao thông thuận tiện, gần cầu vượt Mai Dịch, Phạm Văn Đồng, Xuân Thủy, gần các trường Đại Học, Học Viện, UBND phường, Ngân hàng, Bệnh Viện,
- Vị trí an ninh tốt, khu dân trí rất cao.
* Giá chỉ: 7,3 tỷ (có thương lượng, bao sang tên).
* Liên hệ xem nhà trực tiếp Hải Anh – 0941704285 ( miễn TG, MG )
Bán 1 căn xây mới độc lập, thang máy phố Hồ Tùng Mậu, Cầu Giấy. Nhà gần các khu trung tâm tiện đi lại và sinh hoạt. Diện tích nhà 45m² x 6 tầng.
Thiết kế, công năng:
- Tầng 1, 2, 3, 4: Thiết kế thông sàn , vệ sinh.
- Tầng 5: Phòng bếp, vệ sinh
- Tầng 6: Phòng thờ, sân phơi
* Vị trí:
- Nhà có 1 căn nên vị trí rất đẹp, mặt ngõ thông thoáng, cách mặt phố hồ tùng mậu khoảng 50m - Giao thông thuận tiện, gần cầu vượt Mai Dịch, Phạm Văn Đồng, Xuân Thủy, gần các trường Đại Học, Học Viện, UBND phường, Ngân hàng, Bệnh Viện,
- Vị trí an ninh tốt, khu dân trí rất cao.
* Giá chỉ: 7,3 tỷ (có thương lượng, bao sang tên).
* Liên hệ xem nhà trực tiếp Hải Anh – 0941704285 ( miễn TG, MG )"	False	False	True	False	phố Hồ Tùng Mậu, Cầu Giấy	Đường Hồ Tùng Mậu, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội	phố Hồ Tùng Mậu, Cầu Giấy
BÁN NHÀ VÕ VĂN KIỆT, KHU NAM LONG BÌNH TÂN, 3 TẦNG 63M2 - TẶNG NỘI THẤT, HẺM 6M, NHỈNH 6 TỶ	7.3	63.0	4.0			"BÁN NHÀ VÕ VĂN KIỆT, KHU NAM LONG BÌNH TÂN, 3 TẦNG 63M2, HẺM 6M, NHỈNH 6 TỶ
✅ Kết cấu: 3 tầng, 4 phòng ngủ, 3WC Nhà đẹp, TẶNG NỘI THẤT ĐẸP XỊN SÒ
✅ Diện tích ngang gần 5m, dài 13, khu phân lô không lộ giới
✅ Tiện ích: nhà gần chợ, trường mẫu giáo , Uỷ Ban , Công An , siêu thị ... xung quanh không thiếu bất cứ gì
✅ Gần ngay đường Võ Văn Kiệt , Hồ Học Lãm , Kinh Dương Vương , sát vách Tên Lửa, giáp quận 6, quận 8, Bình Chánh, quận 5, thuận tiện vào trung tâm thành phố.
???? ???? Thông tin xem nhà, liên hệ Thư qua zalo/ALO 0904 55 2026"	False	True	True	False	Võ Văn Kiệt, Khu Nam Long Bình Tân	Võ Văn Kiệt, Khu Nam Long Bình Tân	Võ Văn Kiệt, Khu Nam Long Bình Tân
Nhà Cấp 4 Ngang 5m Sổ hồng Hẻm nhựa dưới 3ty TT Nhà Bè	6800000000.0	54.0	3.0	2.0	Huỳnh Tấn Phát Nhà Bè	"- Diện tích:5x10.72.DTS:54m2
- Giá:2ty970 thương lượng chính chủ
Mô tả:
- Hướng Nam
- Nhà Trệt ,Lửng gồm 3PN( có phòng dưới trệt cho người lớn tuổi), 2WC, Phòng khách, Bếp, Sân để xe, Ban công.
- Nhà ngang bề thế 5m, hẻm 3 gác tới nhà.
- Chỉ 5 phút tới khu Nam Phú mỹ Hưng, trường Quốc tế Đài Loan, Hàn Quốc, Sân vận động Quận 7.Tiện ích xung quanh đầy đủ:Chợ Phú Xuân 3p,Ngân hàng,Ủy ban,Công an,Trạm y tế,Trường học,Điện máy xanh,Siêu thị...
- Trung tâm Thị trấn thuân tiện đi lại:khu Chiết xuất,Cầu Phú Mỹ,Nguyễn Văn Linh....Khu dân cư chỉnh trang,Không ngập.Hẻm cụt an ninh tuyệt đối.Phù hợp Ở lâu dài
- Sổ hồng riêng,Công chứng ngay."	False	False	True	False	Ngang 5m, vincity của khu Nam Phú mỹ Hưng, trường Quốc tế Đài Loan, Hàn Quốc, Sân vận động Quận 7.	Huỳnh Tấn Phát Nhà Bè	Ngang 5m, vincity của khu Nam Phú mỹ Hưng, trường Quốc tế Đài Loan, Hàn Quốc, Sân vận động Quận 7.
nhà đẹp Ngọc Lâm 76m x 5T, gara, full nội thất, thoáng trước sau	2980000000.0	76.0	5.0	4.0		"nhà đẹp Ngọc Lâm 76m x 5T, gara, full nội thất, thoáng trước sau
-Vị trí cách cầu Chương Dương-Long Biên 200m, 5 phút sang phố cổ Hoàn Kiếm, hưởng trọn tiện ích Mipec Long Biên
-Nhà xây 5 tầng 5 ngủ, đủ công năng, thoáng trước sau, thiết kế hiện đại, tặng nội thất
Sổ đỏ nở hậu, pháp lý rõ ràng
Giá bán : 8.5 tỷ ( có thương lượng )
Liên hệ xem nhà miễn phí và tư vấn : Trần Hải"	False	False	True	False	Ngọc Lâm	Ngọc Lâm	Ngọc Lâm
Bán nhà 5 tầng 71m2 mặt đường Hồ Sen, Lê Chân, Hải Phòng	8.5	71.0	5.0	5.0	Hồ Sen, Lê Chân, Hải Phòng	"???? Nhà Mặt đường khu vực Hồ Sen, Lê Chân, Hải Phòng - Giá công khai: 15 tỷ ( CÓ THOẢ THUẬN )
???? LH Mrs Tâm: 0796-336-866

???? Diện tích 71m2 x 5 tầng.
Thiết kế cực tâm huyết và chất lượng.
???? 5p ngủ khép kín. Có sẵn thang máy và hệ thống điều hoà âm trần.
Hồ sơ thiết kế, giấy phép xây dựng, sổ đỏ đầy đủ.
???? Tự tin khẳng định là lựa chọn an cư tốt nhất thời điểm này.

???? Liên hệ Mrs Tâm: 0796-336-866 Công ty Bán Nhà Hải Phòng chuyên sản phẩm đẹp."	True	False	True	False	Hồ Sen, Lê Chân, Hải Phòng	Hồ Sen, Lê Chân, Hải Phòng	Hồ Sen, Lê Chân, Hải Phòng
